edad,conversacion_con_IA_horas,interaccion_social_presencial_horas,tiempo_redes_sociales_horas,tiempo_frente_pantallas_horas,total_amigos_cercanos,nivel_soledad,nivel_apego_emocional,nivel_satisfaccion_relaciones_reales,horas_sueño,nivel_calidad_sueño,horas_ejercicio,nivel_ansiedad,nivel_depresion,nivel_estres,nivel_autoestima,riesgo_dependencia
36,0.91,0.78,3.38,7.72,4,5.1,7.5,7.2,8.0,4.7,6.0,5.8,5.0,7.6,3.5,Moderado
42,2.8,3.87,3.53,7.77,4,5.9,6.5,2.5,8.3,3.1,1.1,5.8,5.7,6.9,4.9,Moderado
16,1.2,4.83,2.97,5.12,8,2.8,1.0,9.0,8.7,8.2,4.1,2.6,3.2,1.0,9.1,Bajo
24,2.71,4.26,2.65,7.86,2,6.3,6.1,6.9,6.6,7.4,8.1,5.9,3.5,4.1,3.7,Moderado
27,2.29,6.01,2.26,6.68,2,2.7,2.9,9.3,7.4,6.9,5.6,1.9,2.9,1.0,7.1,Bajo
44,1.0,3.6,1.94,4.61,6,8.7,5.1,5.5,6.3,4.7,0.0,5.0,7.2,5.7,3.4,Alto
39,3.84,3.29,3.25,9.09,4,5.1,6.8,4.4,7.1,7.0,4.6,5.6,8.7,6.0,2.9,Alto
35,3.77,2.16,5.59,9.69,2,10.0,8.6,3.3,5.1,3.4,0.5,7.5,6.4,7.2,4.9,Alto
20,0.0,5.23,0.77,3.17,7,1.7,1.0,10.0,8.8,10.0,5.7,1.0,1.0,2.8,10.0,Bajo
42,0.36,4.48,0.79,4.75,4,1.9,1.4,8.8,7.7,8.3,8.6,3.2,1.0,4.4,6.5,Bajo
42,2.77,4.54,2.83,6.88,3,5.9,8.2,1.4,6.4,4.0,4.9,7.9,6.7,10.0,3.3,Alto
26,0.0,5.17,0.36,1.53,4,2.8,1.0,8.2,7.1,9.8,8.7,1.0,1.0,3.3,8.3,Bajo
26,3.17,2.96,4.31,9.65,4,6.3,6.6,5.0,6.7,6.2,2.1,4.2,7.2,7.0,3.1,Alto
34,3.39,4.01,4.51,12.74,4,6.3,7.7,5.3,7.8,5.5,2.2,6.0,5.0,7.3,3.2,Alto
44,0.57,2.49,0.0,3.67,5,7.1,5.6,6.0,6.6,7.8,4.4,5.5,2.4,4.6,7.0,Moderado
44,0.0,6.18,1.0,2.9,6,1.0,3.6,7.8,8.2,6.6,7.0,1.0,2.8,1.8,8.0,Bajo
25,1.67,2.54,2.53,6.24,4,3.9,4.5,6.0,5.4,5.3,3.6,4.2,3.0,4.5,6.8,Bajo
40,3.82,2.79,3.0,10.02,4,7.5,7.5,2.6,6.2,3.3,5.1,7.6,7.3,7.3,2.6,Alto
37,2.71,2.28,3.65,7.45,3,5.0,10.0,2.5,6.1,2.8,2.9,8.0,7.6,7.5,1.7,Alto
42,0.82,4.38,4.04,7.47,6,5.6,6.3,5.0,7.0,5.3,6.0,6.8,3.5,6.1,7.0,Moderado
39,0.75,4.06,1.93,3.57,3,1.8,2.4,7.4,8.3,9.3,4.0,3.4,1.0,3.7,5.3,Bajo
21,5.25,1.55,3.74,11.91,3,9.8,9.0,1.0,5.5,3.5,1.3,9.2,9.0,7.3,4.8,Alto
44,2.17,3.76,3.13,7.01,2,7.9,6.5,4.7,7.5,4.9,3.4,6.0,6.5,5.5,5.6,Alto
15,0.0,4.49,1.36,3.56,5,3.3,2.5,8.7,6.8,7.9,4.4,4.4,2.1,3.7,8.0,Bajo
15,2.18,4.38,3.12,6.95,6,6.0,5.2,7.3,8.1,5.4,5.2,5.3,4.6,4.5,4.8,Moderado
39,2.39,3.88,1.37,6.46,2,5.8,4.0,6.5,7.0,5.7,5.2,2.7,5.0,5.0,5.0,Bajo
41,0.38,4.25,1.19,3.4,8,2.8,3.0,8.3,7.4,9.3,4.4,6.2,3.1,3.3,7.5,Bajo
44,3.57,3.3,3.88,11.61,5,5.0,7.4,5.7,5.5,3.8,4.6,5.3,6.2,8.5,5.6,Moderado
39,3.66,2.79,3.53,10.61,3,9.0,6.2,1.5,5.2,6.0,5.7,7.3,6.3,5.4,2.7,Alto
34,0.81,4.11,1.35,2.86,3,5.2,3.5,7.0,7.5,9.8,5.9,2.6,3.9,3.5,6.6,Bajo
27,1.8,3.4,2.9,6.89,2,7.9,6.3,3.7,5.5,5.8,3.5,9.6,7.4,6.4,4.0,Alto
23,0.27,5.56,1.47,4.47,6,1.9,1.7,10.0,9.1,8.5,8.0,1.0,1.2,1.5,9.0,Bajo
17,5.34,0.99,4.2,11.08,0,9.8,10.0,2.3,5.7,1.9,3.9,8.5,10.0,10.0,4.5,Alto
21,1.33,4.85,3.07,7.61,6,5.3,3.1,5.7,5.7,7.6,6.2,2.8,4.1,4.8,5.7,Moderado
20,3.18,2.4,2.95,9.22,2,8.1,4.7,6.4,6.9,4.3,2.6,7.1,5.6,5.2,1.8,Alto
22,1.66,3.22,1.59,5.17,3,3.0,6.1,6.7,6.7,5.5,5.1,4.6,4.0,7.1,4.4,Bajo
41,0.85,2.42,1.92,5.75,5,4.3,1.0,8.1,7.5,7.9,4.5,1.0,3.0,3.9,8.4,Bajo
23,0.63,3.0,2.37,2.59,4,5.9,5.4,6.7,8.0,5.2,4.0,4.3,3.8,5.4,5.2,Bajo
44,0.0,5.26,1.28,4.63,8,1.0,1.0,9.9,7.1,9.8,7.0,1.0,2.7,2.5,8.4,Bajo
19,3.04,2.7,4.07,10.0,2,8.0,7.0,4.6,5.5,3.8,1.0,5.6,5.5,4.7,6.4,Alto
15,2.5,3.06,2.34,5.75,5,2.8,5.5,2.8,7.2,7.0,4.3,2.7,3.3,5.3,5.8,Moderado
33,0.86,5.19,2.66,5.77,3,5.0,3.4,5.2,5.6,5.8,3.2,4.5,4.0,5.7,5.6,Bajo
24,1.88,2.4,2.86,4.72,3,6.7,5.3,3.8,5.9,5.2,1.3,4.5,7.4,5.5,1.2,Moderado
26,2.47,3.26,3.17,6.87,2,4.7,5.3,6.5,7.9,5.9,5.1,5.6,3.1,5.4,6.7,Moderado
38,1.72,3.49,3.34,8.15,5,6.4,5.1,2.6,6.5,5.9,2.9,5.0,4.3,6.7,4.9,Alto
29,2.8,1.84,2.84,7.62,5,7.8,8.1,3.4,5.1,5.8,3.2,7.5,5.8,4.9,5.7,Alto
41,0.73,6.17,1.24,3.9,6,1.6,2.2,6.3,7.6,7.8,4.3,3.4,2.1,2.8,5.7,Bajo
36,0.0,5.72,1.93,3.98,6,4.4,2.9,7.8,7.2,7.2,4.1,2.9,1.0,1.0,7.1,Bajo
38,0.0,4.73,1.94,3.87,7,1.0,1.0,10.0,7.6,8.9,6.2,2.6,1.0,2.3,9.6,Bajo
23,1.73,4.88,3.52,8.25,1,6.5,4.8,4.9,10.0,9.1,1.8,3.8,4.5,7.5,7.3,Moderado
34,2.38,4.72,2.01,5.77,1,6.8,4.7,4.3,7.2,6.8,3.3,4.1,5.8,4.9,5.5,Bajo
31,0.0,4.31,0.34,2.76,7,1.6,1.1,7.8,7.7,8.6,8.6,2.5,1.0,2.5,7.7,Bajo
44,5.06,1.27,3.23,9.14,2,8.0,4.8,2.7,6.8,3.3,0.5,5.8,6.9,8.6,4.9,Alto
31,1.36,4.29,1.08,5.18,3,3.2,1.6,7.6,7.3,6.3,7.1,1.9,2.5,3.9,7.2,Bajo
40,0.0,4.9,0.0,1.68,5,2.3,1.0,10.0,8.0,10.0,9.7,1.0,1.0,1.0,10.0,Bajo
34,3.55,1.58,4.78,10.29,3,6.9,8.0,1.7,6.2,3.0,1.0,8.9,8.2,9.4,4.1,Alto
26,0.35,5.77,0.07,2.05,8,1.0,1.3,10.0,8.8,10.0,6.9,1.0,1.0,1.9,10.0,Bajo
44,3.44,3.44,3.93,9.13,0,5.2,6.0,2.5,7.2,5.8,0.9,5.6,6.7,6.4,4.6,Alto
21,1.45,3.29,2.91,5.35,3,6.7,7.9,5.8,7.8,6.8,1.0,4.4,6.3,6.0,7.7,Moderado
16,2.67,3.5,2.8,7.8,4,5.0,4.2,4.7,7.8,6.8,3.9,4.7,7.6,6.3,5.3,Moderado
17,1.81,4.09,1.29,5.66,4,3.2,1.9,5.9,8.1,7.2,5.2,3.3,1.7,3.4,7.3,Bajo
31,3.45,2.14,2.97,7.09,5,7.9,3.4,6.7,7.5,5.6,2.5,6.5,4.0,7.7,4.3,Alto
19,2.54,3.44,2.68,6.62,2,6.3,7.7,4.0,7.3,4.6,1.0,5.0,8.2,8.3,4.4,Alto
31,0.0,5.65,1.49,3.52,3,2.6,2.2,8.0,8.3,8.0,4.0,1.8,2.7,3.3,8.2,Bajo
38,2.02,2.31,4.93,8.35,2,6.6,7.5,3.7,4.9,2.8,4.2,8.2,6.1,6.7,5.4,Alto
31,2.96,1.87,3.95,8.69,5,6.6,6.9,3.4,6.8,2.2,4.2,7.6,5.4,5.6,4.8,Alto
41,2.47,5.23,3.08,9.17,3,9.0,5.2,5.2,8.0,6.9,4.6,4.3,4.3,4.7,4.8,Alto
31,0.39,4.84,0.64,2.01,3,1.7,3.6,2.9,6.7,7.3,4.1,3.4,2.6,2.7,7.3,Bajo
16,2.6,3.37,4.0,6.29,4,7.8,9.3,1.7,6.0,6.0,1.3,8.7,4.2,6.3,3.4,Alto
16,0.52,3.88,3.67,5.59,4,9.0,5.2,5.5,6.6,5.1,5.4,4.1,6.2,5.9,5.7,Moderado
42,1.39,3.92,1.75,4.81,6,4.1,4.5,9.6,7.9,8.3,7.7,1.0,1.0,1.4,7.3,Bajo
36,0.0,5.9,2.35,3.86,5,4.2,4.6,8.5,6.8,8.3,3.7,3.1,2.2,5.2,5.0,Bajo
37,2.86,2.7,3.18,8.31,2,5.4,6.9,3.1,6.5,6.9,2.8,6.0,5.2,5.3,3.1,Alto
19,1.84,4.7,3.26,6.08,3,6.8,5.4,6.0,7.4,5.9,1.7,3.8,6.8,5.7,4.4,Moderado
15,2.95,4.26,4.98,8.76,3,8.5,3.3,1.0,4.4,3.3,3.5,7.8,6.2,7.8,3.3,Alto
15,1.11,4.46,2.49,4.93,3,2.4,3.4,6.2,7.3,8.6,7.5,4.1,3.7,6.0,5.6,Bajo
33,0.0,3.92,0.53,1.87,8,2.4,1.3,9.1,7.4,8.0,6.6,1.8,1.0,4.6,7.9,Bajo
44,4.09,0.0,3.8,12.01,3,8.4,10.0,1.6,3.9,2.0,4.7,8.2,9.6,10.0,1.4,Alto
16,0.09,5.81,1.55,5.19,5,1.0,1.0,8.9,8.7,9.0,5.4,1.0,4.0,3.1,9.8,Bajo
35,1.86,4.8,1.04,3.23,7,2.4,3.3,7.0,7.6,6.5,2.6,4.5,3.5,4.4,7.4,Bajo
26,1.53,3.11,2.98,4.58,4,5.7,5.1,7.1,7.0,6.9,5.9,4.5,4.2,4.9,5.1,Moderado
40,1.53,3.05,3.14,6.59,5,7.9,5.3,3.7,6.9,3.1,3.1,5.0,3.6,6.5,5.6,Alto
20,1.72,3.72,2.07,7.7,3,6.0,5.4,4.8,6.8,5.5,1.9,6.9,6.2,8.1,3.7,Alto
37,5.99,2.45,5.64,14.3,0,10.0,10.0,3.4,4.7,2.6,4.0,8.8,7.7,8.7,2.8,Alto
18,0.77,3.9,3.09,5.83,4,6.0,1.7,5.9,7.7,6.0,3.2,2.6,2.8,4.8,6.4,Moderado
37,0.29,4.91,0.27,2.1,2,2.9,2.8,5.6,8.4,10.0,3.4,4.8,3.3,5.3,7.2,Bajo
25,2.35,4.06,2.76,8.19,6,4.2,2.9,8.2,6.2,8.0,5.2,4.8,3.0,4.3,7.8,Bajo
38,0.66,4.39,2.52,5.36,3,4.8,5.3,8.0,8.0,6.5,2.4,3.9,3.2,3.5,7.3,Bajo
41,1.28,3.56,3.27,8.28,6,4.8,4.8,3.3,6.8,6.5,5.6,4.1,4.8,6.2,4.8,Bajo
31,0.86,4.56,1.68,2.85,8,1.1,1.0,7.8,8.2,9.3,3.5,2.2,1.1,2.3,8.3,Bajo
20,3.89,2.68,4.71,11.02,2,6.4,5.9,4.4,6.6,5.2,3.4,5.7,4.1,6.8,4.9,Moderado
38,1.47,3.75,2.74,5.65,2,6.6,5.9,7.0,6.6,7.5,4.0,4.9,5.3,5.9,6.5,Moderado
19,0.97,4.54,0.96,4.35,7,3.8,1.1,8.5,8.4,9.5,5.9,1.3,2.3,3.2,9.1,Bajo
34,2.53,2.48,2.49,7.28,2,8.3,7.0,4.3,6.0,5.1,0.9,6.3,5.3,3.7,4.9,Alto
16,0.0,6.7,0.75,3.26,7,3.6,2.5,7.9,8.5,8.3,4.7,2.1,1.5,4.6,7.0,Bajo
20,0.16,6.2,0.29,3.43,5,4.1,2.7,7.8,8.9,10.0,7.5,2.4,1.0,2.9,8.0,Bajo
36,0.69,2.95,2.81,6.88,6,5.7,5.2,7.5,6.4,5.1,3.6,4.6,5.0,5.9,5.5,Bajo
25,0.0,6.8,0.47,4.42,6,1.0,1.0,8.5,8.1,8.4,4.4,1.0,2.6,2.6,7.4,Bajo
30,4.79,3.98,3.42,10.22,4,8.1,5.9,4.2,6.3,5.1,2.6,5.6,6.4,6.4,6.4,Alto
30,0.0,7.02,0.0,1.46,10,1.0,1.0,10.0,9.3,10.0,5.5,1.0,1.0,1.0,10.0,Bajo
15,0.08,4.42,0.61,1.47,6,4.3,3.8,6.3,8.9,5.4,2.0,1.0,2.7,2.8,8.3,Bajo
23,4.39,1.45,3.2,10.03,3,7.0,10.0,5.1,4.4,1.4,1.8,8.3,6.3,7.6,2.6,Alto
42,0.0,4.98,3.98,6.82,3,2.5,2.5,7.4,6.2,7.3,5.0,1.7,3.0,4.0,7.0,Bajo
41,0.22,3.72,1.82,2.7,4,2.9,3.3,8.1,7.3,10.0,5.7,2.9,1.6,3.6,7.8,Bajo
20,3.09,3.7,3.71,9.95,2,8.0,8.8,2.2,6.3,4.2,3.2,3.7,6.5,8.3,2.6,Alto
30,0.54,6.25,1.63,4.07,4,5.4,3.8,8.5,6.7,6.5,5.9,3.6,3.6,3.3,8.1,Bajo
43,1.46,3.12,4.82,7.02,4,5.3,6.5,5.5,6.6,6.1,3.0,5.1,6.6,5.1,5.1,Moderado
17,2.78,3.85,2.06,5.99,1,8.7,6.1,4.9,5.5,6.4,5.8,6.2,7.1,7.7,2.8,Alto
34,2.01,3.06,2.92,5.98,2,4.6,7.8,7.5,6.3,4.9,2.2,5.6,5.5,8.1,6.2,Moderado
42,0.86,4.88,0.0,1.93,8,4.4,1.8,8.2,9.2,9.6,5.3,1.0,1.0,1.1,10.0,Bajo
41,0.0,5.76,0.0,2.57,3,1.8,3.3,7.0,7.1,7.8,7.2,3.4,2.9,3.8,9.6,Bajo
18,3.92,2.59,4.48,11.26,0,10.0,10.0,1.0,4.8,2.3,0.2,10.0,10.0,10.0,1.0,Alto
33,1.0,6.5,2.42,7.12,5,5.0,3.4,6.9,7.5,6.8,4.4,3.7,2.7,4.8,7.2,Bajo
40,6.3,1.05,4.69,12.29,2,10.0,9.5,1.0,5.9,1.9,1.0,10.0,10.0,10.0,1.0,Alto
17,4.16,2.98,4.6,11.11,2,7.7,9.5,3.4,5.8,4.4,3.7,8.0,7.0,7.9,3.6,Alto
33,2.42,3.74,3.13,6.9,1,4.9,6.9,7.1,6.1,6.4,3.6,5.4,4.7,2.7,7.1,Moderado
34,1.66,5.08,2.66,6.33,5,7.2,5.5,6.0,7.3,4.0,2.3,6.0,3.7,5.8,6.0,Alto
21,1.44,4.94,3.3,5.26,4,5.2,2.2,6.9,8.1,5.6,3.9,5.1,3.1,4.7,7.5,Bajo
34,2.05,4.9,1.82,4.74,6,6.0,4.8,4.8,8.1,5.8,4.9,3.8,3.4,6.2,4.9,Alto
23,0.4,3.62,2.19,5.39,4,4.9,3.8,8.5,7.5,8.1,4.4,3.4,1.0,2.9,9.8,Bajo
15,0.66,3.84,0.63,1.81,6,3.0,3.5,5.9,7.5,7.3,3.4,3.6,7.0,6.9,5.6,Bajo
22,0.0,6.31,1.24,3.85,5,1.0,2.4,9.9,8.7,7.7,4.2,2.3,1.0,2.3,5.4,Bajo
21,0.36,6.28,0.83,2.51,5,1.1,1.7,8.3,8.2,9.4,7.5,2.2,1.0,2.0,6.0,Bajo
32,1.96,3.47,2.62,4.65,0,7.3,7.3,5.0,7.3,5.3,2.3,6.9,6.8,6.3,3.9,Moderado
22,0.75,5.89,1.29,1.49,5,1.0,1.0,9.7,8.7,10.0,5.8,1.9,1.0,3.5,7.5,Bajo
15,2.29,2.37,2.65,8.4,3,7.3,6.4,5.5,8.1,4.4,4.0,6.3,5.8,5.2,4.4,Moderado
25,0.0,6.02,2.34,2.43,7,2.2,1.0,10.0,9.2,9.5,4.2,1.0,1.0,2.5,7.8,Bajo
42,2.88,3.35,0.7,5.51,4,6.0,6.3,3.5,4.8,3.8,3.3,4.7,6.2,5.1,5.2,Alto
39,0.68,4.47,2.54,5.58,6,3.6,4.7,5.9,6.8,9.0,6.5,4.3,3.5,4.6,7.1,Bajo
39,2.85,1.58,3.86,7.4,2,8.9,9.1,1.7,4.6,4.7,2.3,6.4,7.6,5.4,3.7,Alto
32,1.17,4.1,1.89,4.51,5,3.9,4.1,6.9,6.7,5.2,4.7,4.9,5.1,5.4,5.8,Bajo
37,0.0,6.12,0.0,2.48,9,1.0,1.0,8.1,8.1,10.0,6.7,1.0,1.0,1.4,10.0,Bajo
44,0.4,1.96,2.38,5.08,5,4.2,3.7,6.8,7.9,7.6,5.8,4.4,4.5,5.3,5.9,Bajo
24,0.93,4.66,3.72,6.19,2,5.8,3.8,1.0,6.5,7.6,4.1,4.5,6.2,5.1,5.5,Moderado
17,2.3,4.31,0.7,5.23,3,3.5,3.7,7.3,8.3,6.1,7.9,4.6,3.6,5.4,5.6,Bajo
21,2.57,3.63,2.27,6.73,0,7.1,7.6,3.4,6.0,5.0,3.7,5.6,6.0,5.9,4.6,Alto
42,0.13,4.11,0.89,2.05,3,3.7,3.9,5.9,7.1,6.5,4.0,2.4,2.3,4.9,9.3,Bajo
30,0.56,5.98,0.14,3.9,3,1.3,2.0,10.0,6.8,10.0,7.8,3.3,2.8,3.5,8.4,Bajo
40,0.0,4.27,1.84,4.05,6,3.4,1.0,8.4,9.0,7.7,4.9,1.4,1.3,3.5,6.4,Bajo
30,0.0,3.89,2.57,2.73,7,2.9,3.6,8.1,8.8,6.3,3.7,4.2,3.8,3.0,5.8,Bajo
39,1.38,5.21,3.04,6.94,3,3.0,1.6,5.7,7.2,6.7,2.8,1.4,4.1,3.6,6.7,Bajo
34,5.94,1.71,5.51,12.84,0,8.9,8.8,2.4,4.0,1.8,1.8,9.0,7.6,8.2,1.0,Alto
42,3.58,1.34,4.44,9.73,4,5.7,6.1,3.3,5.9,6.1,1.8,8.8,5.8,8.8,4.8,Alto
31,0.88,4.82,1.77,4.67,2,7.2,5.2,4.8,6.7,5.6,2.0,5.5,4.6,7.1,3.0,Alto
16,2.06,2.75,4.43,7.7,4,7.4,6.6,7.0,6.1,7.2,2.6,5.5,6.2,5.8,5.0,Bajo
15,1.67,3.54,2.59,8.06,5,5.1,5.5,3.9,8.9,6.3,3.1,7.0,3.2,4.8,6.6,Moderado
30,2.2,5.41,3.84,6.54,2,4.7,4.1,6.6,8.4,5.7,4.9,4.9,5.0,4.6,4.7,Moderado
44,1.03,1.76,1.29,4.38,3,3.2,4.2,6.2,5.3,5.0,4.5,5.1,5.2,5.4,6.2,Moderado
26,1.29,2.25,2.3,5.97,3,2.5,5.2,5.6,5.9,8.3,3.7,5.3,4.3,7.3,5.9,Bajo
19,0.0,6.74,1.35,3.39,5,1.3,1.0,8.8,8.9,10.0,7.4,1.0,1.1,1.5,9.9,Bajo
19,1.2,1.93,2.16,5.17,5,1.8,3.8,6.4,6.3,8.5,4.3,3.2,1.0,5.8,7.3,Bajo
41,0.08,2.22,1.51,3.21,5,3.1,2.5,5.4,7.3,8.0,4.6,4.2,4.2,4.9,4.2,Bajo
37,0.88,6.0,3.06,5.13,5,3.7,2.2,9.0,7.5,7.0,3.9,1.1,2.2,4.4,8.9,Bajo
23,0.18,4.2,0.77,2.13,7,3.9,6.0,7.2,7.4,7.8,3.7,5.0,1.0,3.5,4.8,Bajo
23,0.0,5.87,2.78,5.94,3,6.1,3.8,4.5,7.7,7.3,3.9,6.0,3.3,5.3,6.8,Moderado
17,3.13,2.12,3.91,8.6,4,6.7,6.8,2.6,8.1,6.3,3.3,6.8,7.5,5.3,5.1,Alto
33,2.28,3.35,4.89,11.31,4,5.2,7.8,4.8,7.1,6.1,5.2,6.7,5.4,5.9,6.0,Moderado
30,3.55,3.72,2.78,9.0,2,5.3,6.0,6.1,5.4,7.5,3.9,6.9,6.5,6.0,6.5,Alto
30,0.82,3.64,2.98,3.13,5,5.9,8.5,4.6,6.6,5.8,2.3,5.7,6.7,6.7,6.0,Moderado
17,0.59,4.07,1.76,5.23,5,4.0,3.0,6.4,6.7,8.6,2.4,1.9,1.7,3.3,7.5,Bajo
34,2.29,2.77,3.26,7.5,5,3.9,3.4,7.2,8.4,5.8,4.7,4.7,5.4,6.4,4.6,Moderado
38,0.0,6.15,1.34,1.95,5,1.0,1.0,9.0,8.8,9.2,6.6,1.0,1.7,2.2,8.9,Bajo
36,0.0,5.8,3.21,6.51,5,3.7,2.7,5.7,7.6,8.4,5.9,4.5,2.7,4.5,7.7,Bajo
38,1.19,5.31,2.75,5.51,4,3.1,1.3,7.5,7.9,8.3,5.3,3.6,4.6,4.6,7.5,Bajo
15,3.03,1.68,3.53,8.05,0,8.0,7.7,3.5,5.9,4.2,4.9,5.7,6.5,7.3,3.5,Alto
38,0.45,2.64,3.65,6.48,6,6.5,6.5,4.6,7.9,4.9,3.3,6.2,4.9,10.0,5.3,Moderado
34,0.0,4.78,1.26,4.4,6,3.0,1.0,7.6,7.4,10.0,5.7,3.4,1.7,3.3,8.0,Bajo
25,2.68,2.07,3.84,8.64,1,8.1,5.5,6.7,7.4,4.5,4.5,7.5,6.2,6.1,3.2,Alto
31,1.23,3.15,4.21,7.49,2,5.2,8.3,3.6,7.8,5.8,4.2,5.0,5.6,7.4,5.0,Alto
22,1.89,4.91,4.04,7.24,6,4.3,3.4,4.3,6.3,5.3,4.6,4.7,5.0,4.2,6.0,Bajo
18,2.62,3.17,2.84,8.59,2,8.0,6.9,4.9,6.8,4.2,0.8,4.7,6.0,5.5,4.4,Alto
20,0.0,8.47,0.0,2.12,6,1.0,1.0,10.0,9.1,10.0,4.3,1.8,1.0,1.7,8.6,Bajo
22,0.0,8.74,0.25,2.02,8,1.0,1.0,10.0,7.9,10.0,6.7,1.0,1.0,1.5,10.0,Bajo
34,0.0,5.6,2.5,4.15,6,1.7,1.4,9.1,6.6,8.9,5.4,1.7,1.0,4.4,6.6,Bajo
44,1.37,4.54,2.71,7.11,3,7.8,6.3,4.3,6.1,5.6,1.0,4.1,6.6,3.5,5.2,Alto
17,2.59,1.41,5.28,9.61,2,7.2,7.1,3.8,5.9,5.1,2.1,8.0,7.0,7.5,4.0,Alto
30,0.0,4.88,2.06,5.09,6,3.8,1.0,7.0,8.2,8.7,6.3,2.9,1.2,3.5,8.2,Bajo
44,1.12,6.21,1.45,4.09,6,3.1,2.8,8.1,7.3,8.3,4.9,1.0,2.7,4.4,7.5,Bajo
39,1.4,3.32,3.15,7.27,0,3.8,5.2,6.8,8.7,6.2,4.3,6.4,3.3,5.8,5.0,Bajo
17,0.62,6.03,1.57,4.4,5,7.3,2.1,7.1,8.3,6.5,5.5,4.1,1.0,3.1,6.3,Bajo
39,0.55,5.72,2.19,3.78,4,4.0,2.6,5.5,7.8,8.8,2.3,5.1,2.7,4.7,8.9,Bajo
43,1.76,5.22,1.01,4.68,5,4.5,4.8,5.3,6.9,6.5,5.5,5.7,3.6,4.7,7.7,Bajo
32,4.24,1.38,3.75,7.8,1,8.5,6.2,5.4,6.1,6.2,1.3,7.0,8.6,7.6,2.9,Alto
28,3.29,2.46,4.62,9.16,2,8.0,7.6,2.8,7.2,3.5,2.3,7.8,4.9,5.6,3.8,Alto
32,1.64,4.62,3.29,5.35,5,7.6,3.9,6.9,7.8,6.8,3.0,3.9,4.7,3.9,6.3,Alto
16,3.83,1.19,4.78,12.61,4,10.0,10.0,2.8,6.7,3.6,3.6,7.2,7.3,10.0,3.4,Alto
36,3.3,3.25,3.3,7.03,1,5.0,6.4,3.7,6.4,5.4,1.6,7.4,5.1,7.0,5.0,Moderado
17,3.38,3.48,3.81,11.78,3,10.0,8.3,3.0,5.7,5.2,4.7,5.9,7.6,6.9,1.7,Alto
30,1.6,4.38,0.37,4.49,7,2.3,1.8,9.9,6.3,9.0,8.6,3.0,1.6,3.5,7.6,Bajo
43,0.31,3.87,1.64,3.44,6,3.9,3.9,10.0,7.9,8.3,2.5,2.1,2.8,6.6,7.1,Bajo
23,0.0,2.93,2.02,4.82,7,1.8,3.9,6.9,6.1,6.4,3.9,2.4,3.9,3.9,9.7,Bajo
18,0.85,3.71,1.29,3.5,3,6.1,4.9,5.7,7.0,5.3,5.0,3.7,5.1,4.7,9.4,Bajo
15,1.13,4.71,0.81,2.53,6,4.8,4.3,3.8,6.6,4.9,2.4,6.4,2.7,4.1,6.7,Moderado
18,3.21,2.77,3.95,9.24,2,4.3,5.5,3.2,7.0,5.6,3.2,5.8,3.9,5.3,4.6,Moderado
15,4.65,1.85,4.52,11.88,1,10.0,7.0,1.0,6.7,5.5,1.9,9.5,8.0,6.3,3.1,Alto
28,1.93,2.98,3.43,8.64,2,8.3,8.3,4.0,7.7,5.1,2.1,3.8,6.5,6.9,2.6,Alto
35,1.48,3.9,2.54,6.52,4,5.6,2.5,7.0,8.0,9.9,4.7,3.5,2.6,5.6,6.3,Bajo
30,1.39,4.84,1.51,4.38,1,3.2,4.1,6.9,6.3,6.5,5.4,4.0,4.1,6.5,4.1,Moderado
34,4.76,3.99,3.6,11.75,0,10.0,6.5,3.3,5.9,4.0,2.1,8.1,8.7,6.7,3.8,Alto
38,2.25,4.14,4.79,10.2,5,6.4,7.2,5.4,5.7,5.8,1.5,9.0,5.2,3.6,3.1,Alto
22,2.21,1.66,3.5,7.98,0,10.0,8.7,2.2,5.4,3.5,4.0,4.6,8.9,7.9,2.8,Alto
21,0.72,6.52,1.75,5.69,5,4.7,3.0,6.9,7.8,7.6,6.7,4.0,1.1,5.8,6.9,Bajo
17,0.31,5.78,1.12,5.61,3,3.7,1.0,6.9,6.6,5.7,5.4,5.7,2.0,1.9,7.3,Bajo
31,0.0,4.31,1.06,2.52,4,3.5,2.0,5.7,7.1,6.7,3.4,2.5,1.0,3.4,6.8,Bajo
15,1.45,3.67,3.2,5.75,6,4.1,4.1,4.2,6.3,5.2,3.2,3.9,3.3,4.7,7.2,Bajo
30,1.26,6.29,0.0,2.68,6,1.8,2.2,7.3,8.3,9.3,1.7,3.2,2.7,2.2,6.5,Bajo
26,0.99,3.85,2.34,3.97,3,4.4,5.2,2.2,6.5,4.3,2.8,2.5,4.4,3.4,7.5,Moderado
41,2.68,2.81,3.04,8.31,5,5.3,4.7,3.9,4.8,7.6,5.2,5.4,4.1,4.6,4.2,Alto
33,2.76,2.38,5.54,8.68,2,9.4,5.8,4.0,7.5,4.5,1.4,6.2,5.2,6.6,3.5,Alto
36,0.0,5.53,0.0,3.27,8,1.0,1.4,9.8,9.1,10.0,4.7,3.4,2.3,1.0,10.0,Bajo
37,0.17,4.21,0.25,1.75,4,4.5,1.0,7.9,5.8,7.4,6.7,2.4,2.0,4.7,8.6,Bajo
36,2.53,4.13,2.45,8.33,1,6.9,6.2,5.9,7.1,3.7,4.8,5.3,5.1,8.2,5.4,Alto
28,2.12,4.58,3.39,4.95,4,6.3,3.7,4.7,8.2,5.8,3.0,5.9,6.3,5.3,3.7,Alto
